User ID,Timestamp,Channel,Campaign,Conversion,Campaign_Cost_USD,Budget_USD,Revenue_USD,Profit_USD,ROI_%,ROAS,CPA_USD,Performance_Rating,Touchpoint_Order
10120,2025-10-02 09:11:15,Referral,Winter Sale,0,2.13,2.54,0.0,-2.13,-99.94,0.0,0.0,Poor,1
10120,2025-10-02 16:31:20,Email,Winter Sale,1,0.69,0.9,146.58,145.89,600.0,7.0,0.69,Excellent,2
10120,2025-11-02 04:33:28,Referral,New Product Launch,0,1.47,1.77,0.0,-1.47,-99.78,0.0,0.0,Poor,3
10120,2025-11-02 10:21:03,Direct Traffic,No Campaign,0,2.06,2.77,0.0,-2.06,-99.84,0.0,0.0,Poor,4
10120,2025-11-02 13:11:00,Direct Traffic,No Campaign,1,2.04,2.68,90.49,88.45,600.0,7.0,2.04,Excellent,5
10167,2025-10-02 03:16:22,Social Media,Retargeting,0,2.04,2.66,0.0,-2.04,-100.0,0.0,0.0,Poor,1
10167,2025-10-02 14:59:06,Display Ads,Brand Awareness,0,1.96,2.56,0.0,-1.96,-100.0,0.0,0.0,Poor,2
10167,2025-11-02 22:03:25,Display Ads,Brand Awareness,1,1.75,2.33,146.3,144.55,600.0,7.0,1.75,Excellent,3
10172,2025-10-02 21:07:20,Email,Brand Awareness,0,1.04,1.37,0.0,-1.04,-99.6,0.0,0.0,Poor,1
10172,2025-11-02 18:20:42,Referral,Winter Sale,1,1.68,2.08,212.7,211.02,600.0,7.0,1.68,Excellent,2
10202,2025-10-02 03:02:26,Display Ads,New Product Launch,0,1.19,1.46,0.0,-1.19,-100.0,0.0,0.0,Poor,1
10202,2025-10-02 09:47:32,Direct Traffic,No Campaign,1,1.1,1.36,167.23,166.13,600.0,7.0,1.1,Excellent,2
10202,2025-10-02 10:05:57,Display Ads,New Product Launch,1,1.09,1.27,93.81,92.72,600.0,7.0,1.09,Excellent,3
10202,2025-10-02 13:33:07,Social Media,Retargeting,1,1.21,1.61,201.27,200.06,600.0,7.0,1.21,Excellent,4
10202,2025-11-02 21:53:40,Search Ads,New Product Launch,1,1.11,1.34,157.16,156.05,600.0,7.0,1.11,Excellent,5
10255,2025-10-02 01:10:54,Social Media,New Product Launch,0,2.33,3.12,0.0,-2.33,-99.87,0.0,0.0,Poor,1
10255,2025-10-02 05:49:14,Referral,Winter Sale,0,1.12,1.4,0.0,-1.12,-99.8,0.0,0.0,Poor,2
10255,2025-10-02 22:47:49,Direct Traffic,No Campaign,1,1.16,1.35,156.73,155.57,600.0,7.0,1.16,Excellent,3
10255,2025-11-02 02:38:51,Social Media,New Product Launch,1,1.93,2.26,122.01,120.08,600.0,7.0,1.93,Excellent,4
10271,2025-10-02 02:48:29,Social Media,Discount Offer,1,2.38,2.87,193.99,191.61,600.0,7.0,2.38,Excellent,1
10273,2025-10-02 17:33:44,Social Media,Brand Awareness,1,2.8,3.47,119.18,116.38,600.0,7.0,2.8,Excellent,1
10303,2025-10-02 06:08:23,Direct Traffic,No Campaign,0,1.8,2.34,0.0,-1.8,-100.0,0.0,0.0,Poor,1
10303,2025-10-02 09:14:15,Referral,Discount Offer,1,1.51,1.86,158.94,157.43,600.0,7.0,1.51,Excellent,2
10306,2025-10-02 11:52:10,Social Media,Discount Offer,1,2.26,2.7,162.89,160.63,600.0,7.0,2.26,Excellent,1
10306,2025-10-02 14:47:38,Search Ads,Discount Offer,1,1.74,2.24,153.24,151.5,600.0,7.0,1.74,Excellent,2
10317,2025-10-02 01:16:41,Email,Discount Offer,0,1.26,1.47,0.0,-1.26,-99.78,0.0,0.0,Poor,1
10317,2025-10-02 04:33:40,Direct Traffic,No Campaign,0,1.93,2.38,0.0,-1.93,-100.0,0.0,0.0,Poor,2
10317,2025-10-02 08:17:38,Social Media,No Campaign,1,1.45,1.88,108.73,107.28,600.0,7.0,1.45,Excellent,3
10317,2025-10-02 09:29:31,Referral,Brand Awareness,1,2.05,2.76,118.72,116.67,600.0,7.0,2.05,Excellent,4
10317,2025-11-02 01:39:29,Social Media,Discount Offer,0,2.66,3.58,0.0,-2.66,-99.99,0.0,0.0,Poor,5
10317,2025-11-02 09:14:56,Search Ads,New Product Launch,0,1.05,1.38,0.0,-1.05,-100.0,0.0,0.0,Poor,6
10317,2025-11-02 16:55:59,Display Ads,Brand Awareness,1,1.44,1.73,119.16,117.72,600.0,7.0,1.44,Excellent,7
10341,2025-10-02 18:53:12,Display Ads,Winter Sale,0,1.21,1.54,0.0,-1.21,-100.0,0.0,0.0,Poor,1
10341,2025-10-02 21:08:00,Display Ads,No Campaign,1,1.58,2.07,118.19,116.61,600.0,7.0,1.58,Excellent,2
10341,2025-11-02 21:07:37,Email,Winter Sale,1,0.87,1.1,134.91,134.04,600.0,7.0,0.87,Excellent,3
10374,2025-10-02 12:42:37,Email,New Product Launch,1,0.78,0.96,143.63,142.85,600.0,7.0,0.78,Excellent,1
10374,2025-11-02 12:58:04,Search Ads,New Product Launch,0,1.57,1.89,0.0,-1.57,-99.97,0.0,0.0,Poor,2
10374,2025-11-02 20:39:59,Direct Traffic,No Campaign,0,1.69,2.02,0.0,-1.69,-100.0,0.0,0.0,Poor,3
10378,2025-10-02 04:44:53,Search Ads,No Campaign,1,1.09,1.44,205.82,204.73,600.0,7.0,1.09,Excellent,1
10378,2025-11-02 05:56:27,Social Media,Discount Offer,1,1.67,2.24,186.88,185.21,600.0,7.0,1.67,Excellent,2
10378,2025-11-02 21:26:36,Referral,Brand Awareness,1,1.4,1.73,131.49,130.09,600.0,7.0,1.4,Excellent,3
10414,2025-11-02 06:40:19,Referral,Brand Awareness,0,2.25,2.9,0.0,-2.25,-100.0,0.0,0.0,Poor,1
10414,2025-11-02 09:07:12,Social Media,Brand Awareness,0,2.0,2.6,0.0,-2.0,-100.0,0.0,0.0,Poor,2
10415,2025-10-02 02:46:42,Social Media,No Campaign,1,1.32,1.77,150.88,149.56,600.0,7.0,1.32,Excellent,1
10415,2025-10-02 22:16:20,Direct Traffic,No Campaign,1,1.78,2.05,202.88,201.1,600.0,7.0,1.78,Excellent,2
10415,2025-11-02 03:42:40,Email,New Product Launch,0,1.31,1.75,0.0,-1.31,-100.0,0.0,0.0,Poor,3
10415,2025-11-02 09:28:54,Email,Discount Offer,1,0.81,1.05,125.42,124.61,600.0,7.0,0.81,Excellent,4
10426,2025-10-02 04:18:01,Referral,Winter Sale,1,1.35,1.68,134.48,133.13,600.0,7.0,1.35,Excellent,1
10426,2025-11-02 12:48:22,Direct Traffic,No Campaign,1,2.49,3.17,165.58,163.09,600.0,7.0,2.49,Excellent,2
10442,2025-10-02 05:15:54,Direct Traffic,No Campaign,1,1.14,1.53,189.99,188.85,600.0,7.0,1.14,Excellent,1
10442,2025-10-02 19:54:14,Search Ads,Winter Sale,1,2.33,2.73,185.62,183.29,600.0,7.0,2.33,Excellent,2
10442,2025-11-02 00:26:14,Search Ads,New Product Launch,0,1.46,1.93,0.0,-1.46,-99.77,0.0,0.0,Poor,3
10442,2025-11-02 11:06:22,Social Media,Winter Sale,0,1.92,2.25,0.0,-1.92,-100.0,0.0,0.0,Poor,4
10442,2025-11-02 20:30:32,Email,No Campaign,1,1.17,1.36,206.28,205.11,600.0,7.0,1.17,Excellent,5
10442,2025-11-02 20:42:25,Social Media,New Product Launch,1,2.44,3.11,235.96,233.52,600.0,7.0,2.44,Excellent,6
10466,2025-10-02 00:48:02,Display Ads,New Product Launch,0,1.52,1.96,0.0,-1.52,-99.91,0.0,0.0,Poor,1
10466,2025-10-02 04:03:49,Social Media,No Campaign,0,1.76,2.05,0.0,-1.76,-99.82,0.0,0.0,Poor,2
10466,2025-11-02 23:16:09,Direct Traffic,No Campaign,1,1.13,1.49,158.38,157.25,600.0,7.0,1.13,Excellent,3
10518,2025-10-02 03:46:35,Social Media,Winter Sale,0,2.54,3.04,0.0,-2.54,-100.0,0.0,0.0,Poor,1
10518,2025-10-02 18:33:25,Social Media,Winter Sale,0,2.85,3.34,0.0,-2.85,-100.0,0.0,0.0,Poor,2
10518,2025-10-02 19:04:22,Referral,New Product Launch,1,2.24,2.77,129.97,127.73,600.0,7.0,2.24,Excellent,3
10518,2025-11-02 12:17:20,Referral,No Campaign,1,1.95,2.63,108.31,106.36,600.0,7.0,1.95,Excellent,4
10556,2025-10-02 03:02:41,Referral,No Campaign,0,1.98,2.55,0.0,-1.98,-100.0,0.0,0.0,Poor,1
10556,2025-10-02 16:42:22,Direct Traffic,No Campaign,0,1.44,1.89,0.0,-1.44,-100.0,0.0,0.0,Poor,2
10556,2025-10-02 20:13:06,Display Ads,New Product Launch,1,1.69,2.09,152.78,151.09,600.0,7.0,1.69,Excellent,3
10556,2025-11-02 15:07:03,Direct Traffic,No Campaign,0,2.16,2.48,0.0,-2.16,-100.0,0.0,0.0,Poor,4
10566,2025-10-02 09:32:33,Direct Traffic,No Campaign,1,2.4,3.13,91.75,89.35,600.0,7.0,2.4,Excellent,1
10614,2025-11-02 15:09:04,Search Ads,Winter Sale,0,1.33,1.69,0.0,-1.33,-100.0,0.0,0.0,Poor,1
10614,2025-11-02 23:44:28,Social Media,Brand Awareness,0,1.45,1.89,0.0,-1.45,-99.75,0.0,0.0,Poor,2
10654,2025-10-02 00:46:47,Referral,Winter Sale,0,1.19,1.59,0.0,-1.19,-99.93,0.0,0.0,Poor,1
10654,2025-10-02 02:38:51,Search Ads,No Campaign,0,1.11,1.38,0.0,-1.11,-99.97,0.0,0.0,Poor,2
10654,2025-10-02 03:50:37,Search Ads,Winter Sale,0,1.07,1.43,0.0,-1.07,-100.0,0.0,0.0,Poor,3
10654,2025-10-02 08:53:24,Email,No Campaign,1,1.24,1.6,148.94,147.7,600.0,7.0,1.24,Excellent,4
10654,2025-11-02 03:32:31,Display Ads,No Campaign,1,1.25,1.66,217.86,216.61,600.0,7.0,1.25,Excellent,5
10654,2025-11-02 04:44:49,Search Ads,New Product Launch,0,1.98,2.28,0.0,-1.98,-99.94,0.0,0.0,Poor,6
10654,2025-11-02 09:46:28,Direct Traffic,No Campaign,1,1.13,1.48,184.06,182.93,600.0,7.0,1.13,Excellent,7
10654,2025-11-02 17:14:00,Email,Retargeting,1,0.98,1.18,197.38,196.4,600.0,7.0,0.98,Excellent,8
10654,2025-11-02 19:49:54,Display Ads,Discount Offer,1,2.17,2.56,149.61,147.44,600.0,7.0,2.17,Excellent,9
10654,2025-11-02 22:26:45,Social Media,New Product Launch,0,1.87,2.24,0.0,-1.87,-99.97,0.0,0.0,Poor,10
10665,2025-10-02 03:47:31,Referral,Winter Sale,1,2.25,2.74,163.87,161.62,600.0,7.0,2.25,Excellent,1
10665,2025-11-02 20:27:41,Referral,Retargeting,1,1.0,1.24,213.87,212.87,600.0,7.0,1.0,Excellent,2
10668,2025-10-02 16:40:19,Direct Traffic,No Campaign,0,2.17,2.9,0.0,-2.17,-100.0,0.0,0.0,Poor,1
10668,2025-10-02 18:19:25,Direct Traffic,No Campaign,1,1.03,1.22,141.59,140.56,600.0,7.0,1.03,Excellent,2
10668,2025-10-02 21:26:54,Direct Traffic,No Campaign,0,1.48,1.77,0.0,-1.48,-100.0,0.0,0.0,Poor,3
10668,2025-11-02 07:39:45,Referral,Retargeting,1,1.02,1.32,147.25,146.23,600.0,7.0,1.02,Excellent,4
10668,2025-11-02 13:34:11,Search Ads,New Product Launch,1,1.14,1.38,161.13,159.99,600.0,7.0,1.14,Excellent,5
10668,2025-11-02 14:54:39,Direct Traffic,No Campaign,0,1.42,1.89,0.0,-1.42,-99.97,0.0,0.0,Poor,6
10668,2025-11-02 23:44:14,Display Ads,Brand Awareness,0,1.16,1.54,0.0,-1.16,-99.61,0.0,0.0,Poor,7
10673,2025-10-02 02:33:37,Display Ads,Retargeting,1,1.48,1.97,107.63,106.15,600.0,7.0,1.48,Excellent,1
10673,2025-11-02 04:08:41,Direct Traffic,No Campaign,1,1.35,1.58,165.42,164.07,600.0,7.0,1.35,Excellent,2
10673,2025-11-02 05:18:03,Referral,No Campaign,0,2.16,2.9,0.0,-2.16,-100.0,0.0,0.0,Poor,3
10673,2025-11-02 12:48:55,Referral,New Product Launch,1,2.03,2.41,170.37,168.34,600.0,7.0,2.03,Excellent,4
10685,2025-10-02 01:43:44,Display Ads,Brand Awareness,1,1.24,1.65,161.25,160.01,600.0,7.0,1.24,Excellent,1
10685,2025-10-02 07:03:55,Referral,Brand Awareness,0,2.4,2.98,0.0,-2.4,-100.0,0.0,0.0,Poor,2
10685,2025-10-02 22:21:01,Search Ads,New Product Launch,1,2.23,2.78,95.45,93.22,600.0,7.0,2.23,Excellent,3
10685,2025-11-02 01:30:05,Email,No Campaign,1,0.66,0.77,184.82,184.16,600.0,7.0,0.66,Excellent,4
10685,2025-11-02 06:18:13,Email,Discount Offer,1,1.02,1.23,161.15,160.13,600.0,7.0,1.02,Excellent,5
10685,2025-11-02 10:08:31,Display Ads,No Campaign,0,1.86,2.42,0.0,-1.86,-99.92,0.0,0.0,Poor,6
10690,2025-10-02 02:17:10,Display Ads,No Campaign,1,2.12,2.78,95.59,93.47,600.0,7.0,2.12,Excellent,1
10690,2025-10-02 07:40:34,Display Ads,Discount Offer,1,1.71,2.2,138.05,136.34,600.0,7.0,1.71,Excellent,2
10690,2025-10-02 08:32:38,Display Ads,No Campaign,0,2.04,2.64,0.0,-2.04,-100.0,0.0,0.0,Poor,3
10690,2025-10-02 19:03:13,Email,Discount Offer,1,1.35,1.65,191.61,190.26,600.0,7.0,1.35,Excellent,4
10690,2025-11-02 04:20:14,Search Ads,New Product Launch,0,2.2,2.8,0.0,-2.2,-100.0,0.0,0.0,Poor,5
10698,2025-10-02 02:15:56,Referral,New Product Launch,0,2.47,3.29,0.0,-2.47,-100.0,0.0,0.0,Poor,1
10698,2025-10-02 08:31:40,Search Ads,Retargeting,0,2.44,3.06,0.0,-2.44,-99.88,0.0,0.0,Poor,2
10698,2025-11-02 03:23:43,Display Ads,Brand Awareness,0,1.02,1.31,0.0,-1.02,-99.87,0.0,0.0,Poor,3
10766,2025-10-02 15:17:42,Social Media,Brand Awareness,1,2.27,3.04,255.34,253.07,600.0,7.0,2.27,Excellent,1
10781,2025-10-02 15:32:49,Display Ads,Winter Sale,0,1.52,1.81,0.0,-1.52,-100.0,0.0,0.0,Poor,1
10781,2025-11-02 19:41:16,Direct Traffic,No Campaign,0,2.48,2.9,0.0,-2.48,-99.99,0.0,0.0,Poor,2
10843,2025-11-02 05:15:46,Email,Winter Sale,1,0.61,0.72,163.4,162.79,600.0,7.0,0.61,Excellent,1
10843,2025-11-02 09:02:32,Referral,Brand Awareness,0,1.04,1.21,0.0,-1.04,-99.74,0.0,0.0,Poor,2
10919,2025-10-02 00:51:13,Direct Traffic,No Campaign,0,1.89,2.32,0.0,-1.89,-100.0,0.0,0.0,Poor,1
10919,2025-10-02 14:14:04,Referral,Brand Awareness,0,2.44,3.11,0.0,-2.44,-100.0,0.0,0.0,Poor,2
10925,2025-10-02 03:51:38,Email,Brand Awareness,1,0.77,1.01,122.29,121.52,600.0,7.0,0.77,Excellent,1
10925,2025-10-02 08:24:46,Search Ads,Discount Offer,0,1.2,1.5,0.0,-1.2,-99.6,0.0,0.0,Poor,2
10925,2025-11-02 10:45:43,Display Ads,Retargeting,0,2.05,2.6,0.0,-2.05,-100.0,0.0,0.0,Poor,3
10925,2025-11-02 15:42:44,Referral,Winter Sale,0,2.14,2.56,0.0,-2.14,-99.9,0.0,0.0,Poor,4
10925,2025-11-02 17:18:38,Referral,No Campaign,1,1.09,1.27,145.26,144.17,600.0,7.0,1.09,Excellent,5
10925,2025-11-02 17:49:56,Search Ads,No Campaign,1,1.75,2.17,131.8,130.05,600.0,7.0,1.75,Excellent,6
11007,2025-11-02 22:53:37,Referral,Retargeting,0,1.83,2.17,0.0,-1.83,-100.0,0.0,0.0,Poor,1
11058,2025-11-02 12:21:17,Search Ads,Brand Awareness,0,2.44,2.95,0.0,-2.44,-100.0,0.0,0.0,Poor,1
11058,2025-11-02 16:27:33,Email,Winter Sale,0,0.96,1.19,0.0,-0.96,-100.0,0.0,0.0,Poor,2
11058,2025-11-02 22:50:54,Referral,Brand Awareness,1,2.47,3.03,136.05,133.58,600.0,7.0,2.47,Excellent,3
11107,2025-10-02 17:44:11,Referral,No Campaign,0,1.98,2.29,0.0,-1.98,-99.96,0.0,0.0,Poor,1
11107,2025-10-02 23:07:49,Social Media,Brand Awareness,1,1.29,1.55,100.66,99.37,600.0,7.0,1.29,Excellent,2
11177,2025-10-02 00:03:01,Display Ads,New Product Launch,0,2.48,3.3,0.0,-2.48,-100.0,0.0,0.0,Poor,1
11177,2025-10-02 10:57:40,Search Ads,No Campaign,1,1.33,1.7,90.43,89.1,600.0,7.0,1.33,Excellent,2
11177,2025-11-02 13:25:23,Search Ads,New Product Launch,0,2.22,2.61,0.0,-2.22,-100.0,0.0,0.0,Poor,3
11186,2025-10-02 02:52:01,Social Media,Winter Sale,1,2.38,3.06,178.6,176.22,600.0,7.0,2.38,Excellent,1
11186,2025-11-02 15:47:44,Social Media,Discount Offer,1,2.88,3.76,220.37,217.49,600.0,7.0,2.88,Excellent,2
11209,2025-10-02 22:14:31,Email,Winter Sale,0,1.13,1.47,0.0,-1.13,-99.79,0.0,0.0,Poor,1
11209,2025-10-02 22:18:23,Direct Traffic,No Campaign,0,2.04,2.58,0.0,-2.04,-100.0,0.0,0.0,Poor,2
11209,2025-10-02 23:08:34,Direct Traffic,No Campaign,0,2.32,3.1,0.0,-2.32,-100.0,0.0,0.0,Poor,3
11233,2025-10-02 07:59:45,Email,Discount Offer,1,1.25,1.62,155.92,154.67,600.0,7.0,1.25,Excellent,1
11233,2025-11-02 08:04:35,Referral,Brand Awareness,0,1.58,2.02,0.0,-1.58,-99.69,0.0,0.0,Poor,2
11233,2025-11-02 10:16:36,Referral,New Product Launch,0,1.02,1.25,0.0,-1.02,-100.0,0.0,0.0,Poor,3
11233,2025-11-02 11:11:55,Email,Winter Sale,1,0.64,0.78,177.74,177.1,600.0,7.0,0.64,Excellent,4
11257,2025-10-02 13:08:16,Email,Brand Awareness,0,1.17,1.36,0.0,-1.17,-99.68,0.0,0.0,Poor,1
11257,2025-10-02 20:20:56,Display Ads,Retargeting,1,2.05,2.69,185.51,183.46,600.0,7.0,2.05,Excellent,2
11257,2025-10-02 20:24:51,Social Media,Brand Awareness,1,1.8,2.21,121.59,119.79,600.0,7.0,1.8,Excellent,3
11257,2025-10-02 22:01:51,Email,No Campaign,1,0.73,0.96,213.25,212.52,600.0,7.0,0.73,Excellent,4
11284,2025-10-02 01:04:47,Display Ads,Retargeting,0,1.37,1.83,0.0,-1.37,-99.71,0.0,0.0,Poor,1
11284,2025-10-02 04:46:50,Social Media,New Product Launch,0,1.65,2.15,0.0,-1.65,-100.0,0.0,0.0,Poor,2
11284,2025-10-02 22:04:45,Email,Discount Offer,0,0.68,0.89,0.0,-0.68,-99.57,0.0,0.0,Poor,3
11284,2025-11-02 08:40:50,Social Media,No Campaign,0,1.3,1.63,0.0,-1.3,-99.68,0.0,0.0,Poor,4
11295,2025-10-02 05:48:22,Social Media,Brand Awareness,1,1.57,1.9,253.01,251.44,600.0,7.0,1.57,Excellent,1
11295,2025-10-02 05:52:58,Social Media,Discount Offer,1,2.07,2.79,222.66,220.59,600.0,7.0,2.07,Excellent,2
11295,2025-10-02 16:46:14,Social Media,Discount Offer,0,2.57,2.96,0.0,-2.57,-100.0,0.0,0.0,Poor,3
11295,2025-10-02 23:25:57,Referral,Brand Awareness,1,1.19,1.58,93.53,92.34,600.0,7.0,1.19,Excellent,4
11295,2025-11-02 15:05:31,Referral,No Campaign,1,1.03,1.3,103.57,102.54,600.0,7.0,1.03,Excellent,5
11365,2025-10-02 11:21:30,Referral,Winter Sale,0,1.64,2.1,0.0,-1.64,-99.92,0.0,0.0,Poor,1
11365,2025-11-02 06:36:01,Display Ads,Retargeting,1,1.2,1.51,125.39,124.19,600.0,7.0,1.2,Excellent,2
11396,2025-11-02 13:32:31,Social Media,Brand Awareness,1,2.34,3.08,249.98,247.64,600.0,7.0,2.34,Excellent,1
11416,2025-10-02 07:28:53,Referral,Discount Offer,0,1.45,1.92,0.0,-1.45,-99.94,0.0,0.0,Poor,1
11416,2025-10-02 13:02:14,Social Media,Brand Awareness,0,1.89,2.21,0.0,-1.89,-99.99,0.0,0.0,Poor,2
11416,2025-10-02 19:35:18,Direct Traffic,No Campaign,0,2.36,2.74,0.0,-2.36,-99.79,0.0,0.0,Poor,3
11416,2025-10-02 22:26:31,Direct Traffic,No Campaign,1,2.08,2.45,219.59,217.51,600.0,7.0,2.08,Excellent,4
11416,2025-11-02 01:40:45,Display Ads,Discount Offer,1,2.18,2.94,90.1,87.92,600.0,7.0,2.18,Excellent,5
11416,2025-11-02 08:33:05,Referral,Brand Awareness,1,1.16,1.42,169.41,168.25,600.0,7.0,1.16,Excellent,6
11416,2025-11-02 14:49:10,Email,Winter Sale,1,1.33,1.54,130.01,128.68,600.0,7.0,1.33,Excellent,7
11453,2025-10-02 13:36:37,Referral,Winter Sale,0,1.37,1.59,0.0,-1.37,-100.0,0.0,0.0,Poor,1
11453,2025-11-02 03:48:22,Display Ads,New Product Launch,0,2.13,2.49,0.0,-2.13,-100.0,0.0,0.0,Poor,2
11453,2025-11-02 10:59:19,Email,New Product Launch,0,1.17,1.53,0.0,-1.17,-100.0,0.0,0.0,Poor,3
11453,2025-11-02 14:54:16,Referral,Winter Sale,0,1.41,1.82,0.0,-1.41,-100.0,0.0,0.0,Poor,4
11453,2025-11-02 23:35:12,Search Ads,Winter Sale,1,1.84,2.18,149.5,147.66,600.0,7.0,1.84,Excellent,5
11503,2025-10-02 01:13:04,Email,New Product Launch,1,1.37,1.62,158.87,157.5,600.0,7.0,1.37,Excellent,1
11503,2025-10-02 14:32:44,Search Ads,Winter Sale,0,1.97,2.48,0.0,-1.97,-99.91,0.0,0.0,Poor,2
11503,2025-11-02 06:05:15,Direct Traffic,No Campaign,0,2.22,2.83,0.0,-2.22,-100.0,0.0,0.0,Poor,3
11503,2025-11-02 23:23:30,Social Media,Winter Sale,0,2.37,3.14,0.0,-2.37,-99.96,0.0,0.0,Poor,4
11511,2025-10-02 11:16:24,Referral,No Campaign,1,1.76,2.05,201.96,200.2,600.0,7.0,1.76,Excellent,1
11511,2025-10-02 14:46:31,Display Ads,No Campaign,0,1.81,2.41,0.0,-1.81,-99.81,0.0,0.0,Poor,2
11511,2025-10-02 20:30:01,Email,Discount Offer,0,0.73,0.92,0.0,-0.73,-100.0,0.0,0.0,Poor,3
11511,2025-11-02 07:34:12,Referral,No Campaign,0,2.06,2.41,0.0,-2.06,-99.96,0.0,0.0,Poor,4
11511,2025-11-02 16:15:46,Display Ads,Retargeting,1,2.17,2.78,188.39,186.22,600.0,7.0,2.17,Excellent,5
11611,2025-10-02 03:38:44,Referral,No Campaign,0,1.9,2.32,0.0,-1.9,-100.0,0.0,0.0,Poor,1
11611,2025-10-02 20:42:48,Direct Traffic,No Campaign,1,1.67,1.96,110.05,108.38,600.0,7.0,1.67,Excellent,2
11611,2025-10-02 22:09:08,Referral,Brand Awareness,1,1.38,1.79,145.93,144.55,600.0,7.0,1.38,Excellent,3
11611,2025-11-02 08:35:07,Direct Traffic,No Campaign,0,1.32,1.69,0.0,-1.32,-99.85,0.0,0.0,Poor,4
11661,2025-10-02 02:17:23,Search Ads,Retargeting,1,1.75,2.25,206.25,204.5,600.0,7.0,1.75,Excellent,1
11661,2025-10-02 21:12:22,Display Ads,Brand Awareness,1,2.26,3.03,120.39,118.13,600.0,7.0,2.26,Excellent,2
11661,2025-11-02 02:38:58,Direct Traffic,No Campaign,0,1.1,1.27,0.0,-1.1,-99.82,0.0,0.0,Poor,3
11661,2025-11-02 09:33:42,Search Ads,New Product Launch,0,1.52,2.0,0.0,-1.52,-99.83,0.0,0.0,Poor,4
11661,2025-11-02 12:43:39,Social Media,Winter Sale,0,1.55,1.79,0.0,-1.55,-100.0,0.0,0.0,Poor,5
11661,2025-11-02 22:42:16,Display Ads,Brand Awareness,1,1.93,2.27,115.9,113.97,600.0,7.0,1.93,Excellent,6
11686,2025-10-02 02:12:41,Email,Winter Sale,0,0.83,0.99,0.0,-0.83,-99.61,0.0,0.0,Poor,1
11686,2025-10-02 12:59:29,Direct Traffic,No Campaign,1,2.31,2.66,192.64,190.33,600.0,7.0,2.31,Excellent,2
11686,2025-10-02 14:22:56,Social Media,Winter Sale,0,2.79,3.58,0.0,-2.79,-100.0,0.0,0.0,Poor,3
11686,2025-11-02 02:38:20,Display Ads,Discount Offer,0,1.31,1.71,0.0,-1.31,-99.66,0.0,0.0,Poor,4
11686,2025-11-02 21:41:43,Search Ads,Retargeting,1,1.26,1.59,213.64,212.38,600.0,7.0,1.26,Excellent,5
11686,2025-11-02 22:31:30,Referral,Brand Awareness,1,2.16,2.54,143.75,141.59,600.0,7.0,2.16,Excellent,6
11741,2025-10-02 00:47:29,Referral,Brand Awareness,0,2.39,3.11,0.0,-2.39,-100.0,0.0,0.0,Poor,1
11741,2025-10-02 07:51:33,Display Ads,Retargeting,1,2.39,3.2,109.26,106.87,600.0,7.0,2.39,Excellent,2
